Name of Bird,Genus,Species,Site,Date first seen,City (optional),County (optional),State,Country ,Continent,Comments,,,,,
Eared Dove,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,NOTE: site locations for all of Ecuador are best-guess recollections for those days where we visited more than 1 site,,,,,
Sparkling Violetear,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Tyrian Metaltail,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Sapphire-vented Puffleg,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Golden-breasted Puffleg,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Shining Sunbeam,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Buff-winged Starfrontlet,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Sword-billed Hummingbird,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Great Sapphirewing,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Bar-bellied Woodpecker,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Rufous Antpitta,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,WOW!!! He walked between my legs!!,,,,,
Blackish Tapaculo (Pacific),,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Pearled Treerunner,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
White-browed Spinetail,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
White-throated Tyrannulet,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Black-capped Tyrannulet,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Barred Fruiteater,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Superciliated Hemispingus,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Hooded Mountain-Tanager,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Scarlet-bellied Mountain-Tanager,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Blue-backed Conebill,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Cinereous Conebill,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Glossy Flowerpiercer,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Masked Flowerpiercer,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Gray-browed Brushfinch,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Yellow-breasted Brushfinch,,,Yanacocha,1/21/2018,,,,Ecuador ,South America,,,,,,
Black-chested Buzzard-Eagle,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Croaking Ground-Dove,,,Catamayo Airport,1/22/2018,Loja,,,Ecuador ,South America,,,,,,
White-tipped Dove,,,Catamayo Airport,1/22/2018,Loja,,,Ecuador ,South America,,,,,,
Peruvian Pygmy-Owl,,,Quito park,1/22/2018,Quito,,,Ecuador ,South America,,,,,,
Amazilia Hummingbird (Loja),,,Loja park,1/22/2018,Loja,,,Ecuador ,South America,,,,,,
Pacific Parrotlet (Peruvian),,,Loja park,1/22/2018,,,,Ecuador ,South America,,,,,,
Red-masked Parakeet,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Collared Antshrike,,,Catamayo,1/22/2018,,,,Ecuador ,South America,,,,,,
Elegant Crescentchest,,,Catamayo,1/22/2018,,,,Ecuador ,South America,,,,,,
Pale-legged Hornero (Pacific),,,Old road to Loja,1/22/2018,,,,Ecuador ,South America,,,,,,
White-banded Tyrannulet,,,Yanacocha,1/22/2018,,,,Ecuador ,South America,,,,,,
Mouse-colored Tyrannulet (Tumbes),,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
White-crested Elaenia,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Tawny-crowned Pygmy-Tyrant,,,Podocarpus National Park,1/22/2018,,,,Ecuador ,South America,,,,,,
Bran-colored Flycatcher,,,Old road to Loja,1/22/2018,,,,Ecuador ,South America,,,,,,
Short-tailed Field Tyrant,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Rufous-browed Peppershrike,,,Podocarpus National Park,1/22/2018,,,,Ecuador ,South America,,,,,,
Blue-and-white Swallow,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Fasciated Wren,,,Loja park,1/22/2018,,,,Ecuador ,South America,,,,,,
Superciliated Wren,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Tropical Gnatcher (White-browed),,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Plumbeous-backed Thrush,,,Yanacocha,1/22/2018,,,,Ecuador ,South America,,,,,,
Blue-capped Tanager,,,Yanacocha,1/22/2018,,,,Ecuador ,South America,,,,,,
White-sided Flowerpiercer,,,Loja park,1/22/2018,,,,Ecuador ,South America,,,,,,
Band-tailed Sierra-Finch,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Ash-breasted Sierra-Finch,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Chestnut-throated Seedeater,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Black-cowled Saltator,,,Yanacocha,1/22/2018,,,,Ecuador ,South America,,,,,,
Tumbes Sparrow,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Golden Grosbeak,,,Loja park,1/22/2018,,,,Ecuador ,South America,,,,,,
Peruvian Meadowlark,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
Scrub Blackbird,,,Catamayo Airport,1/22/2018,,,,Ecuador ,South America,,,,,,
White-collared Swift,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Little Sunangel,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Purple-throated Sunangel,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Speckled Hummingbird,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Glowing Puffleg,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Crimson-mantled Woodpecker,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Streaked Tuftedcheek,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Line-cheeked Spinetail,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Azara's Spinetail,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
White-tailed Tyrannulet,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Sierran Elaenia,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Cinnamon Flycatcher,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Brown-capped Vireo,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Turqoise Jay,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Plain-tailed Wren,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,great voice!,,,,,
Vermilion Tanager,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Lacrimose Moutain-Tanager,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Black Flowerpiercer,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Gray-headed Bush Tanager,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Red-hooded Tanager,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Yellow-rumped Cacique,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Mountain Cacique,,,Podocarpus National Park,1/23/2018,,,,Ecuador ,South America,,,,,,
Gray Tinamou,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Speckled Chachalaca,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Bearded Guan,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Gray-fronted Dove,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Lesser Violetear (Andean),,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Amethyst-throated Sunangel,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Long-tailed Sylph,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Violet-fronted Brilliant,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Little Woodstar,,,Copalinga,1/24/2018,,,,Ecuador ,South America,Amazing - like a bee!,,,,,
Many-spotted Hummingbird,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Golden-tailed Sapphire,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Masked Trogon,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Black-streaked Puffbird,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Lafresnaye's Piculet,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Crimson-crested Woodpecker,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Lined Antrshrike,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Wedge-billed Woodcreeper,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Montane Woodcreeper,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Ash-browed Spinetail,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Ecuadorian Tyrannulet,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Golden-faced Tyrannulet,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Cliff Flycatcher,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Andean Cock-of-the-Rock (orange) (aequatorialis),Rupicola,peruvianis,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Green Jay,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Gray-mantled Wren,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
White-capped Dipper,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Blue-necked Tanager,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Golden-eared Tanager,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Saffron-crowned Tanager,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Green-and-gold Tanager,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Golden Tanager,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Black-faced Dacnis (Black-faced),,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Short-billed Chlorospingus,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Ashy-throated Chlorospingus,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Yellow-browed Sparrow,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Russet-backed Oropendola,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Crested Oropendola,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Scarlet-rumped Cacique,,,Podocarpus National Park,1/24/2018,,,,Ecuador ,South America,,,,,,
Thick-billed Euphonia,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Bronze-green Euphonia,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Orange-bellied Euphonia,,,Copalinga,1/24/2018,,,,Ecuador ,South America,,,,,,
Torrent Duck,,,Podocarpus National Park,1/25/2018,,,,Ecuador ,South America,,,,,,
Sickle-winged Guan,,,Copalinga,1/25/2018,,,,Ecuador ,South America,,,,,,
Violet-headed Hummingbird,,,Copalinga,1/25/2018,,,,Ecuador ,South America,,,,,,
Fork-tailed Woodnymph,,,Podocarpus National Park,1/25/2018,,,,Ecuador ,South America,,,,,,
Lanceolated Monklet,,,Copalinga,1/25/2018,,,,Ecuador ,South America,,,,,,
Coppery-chested Jacamar,,,Podocarpus National Park,1/25/2018,,,,Ecuador ,South America,,,,,,
Smoky-brown Woodpecker,,,Podocarpus National Park,1/25/2018,,,,Ecuador ,South America,,,,,,
Black Caracara,,,Podocarpus National Park,1/25/2018,,,,Ecuador ,South America,,,,,,
White-necked Parakeet,,,Podocarpus National Park,1/25/2018,,,,Ecuador ,South America,,,,,,
Yellow-breasted Antwren,,,Copalinga,1/25/2018,,,,Ecuador ,South America,,,,,,
Black-billed Treehunter,,,Podocarpus National Park,1/25/2018,,,,Ecuador ,South America,,,,,,
Olive-striped Flycatcher,,,Copalinga,1/25/2018,,,,Ecuador ,South America,,,,,,
Amazonian Umbrellabird,,,Podocarpus National Park,1/25/2018,,,,Ecuador ,South America,,,,,,
Blue-rumped Manakin,,,Copalinga,1/25/2018,,,,Ecuador ,South America,,,,,,
White-banded Swallow,,,Podocarpus National Park,1/25/2018,,,,Ecuador ,South America,,,,,,
Silver-beaked Tanager,,,Copalinga,1/25/2018,,,,Ecuador ,South America,,,,,,
Orange-eared Tanager,,,Road to Zamora,1/25/2018,,,,Ecuador ,South America,,,,,,
Spotted Tanager,,,Road to Zamora,1/25/2018,,,,Ecuador ,South America,,,,,,
Paradise Tanager,,,Copalinga,1/25/2018,,,,Ecuador ,South America,,,,,,
Bay-headed Tanager,,,Copalinga,1/25/2018,,,,Ecuador ,South America,,,,,,
Guira Tanager,,,Copalinga,1/25/2018,,,,Ecuador ,South America,,,,,,
Red-crested Finch,,,Podocarpus National Park,1/25/2018,,,,Ecuador ,South America,,,,,,
Yellow-throated Chlorospingus ,,,Podocarpus National Park,1/25/2018,,,,Ecuador ,South America,,,,,,
Wire-crested Thorntail,,,Jenairo Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Spangled Coquette,,,Zamora/Loja Road,1/26/2018,,,,Ecuador ,South America,,,,,,
White-bellied Woodstar,,,Jenairo Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Blue-tailed Emerald,,,Zamora/Loja Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Glittering-throated Emerald,,,Zamora/Loja Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Red-headed Barbet,,,Jenairo Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Yellow-tufted Woodpecker,,,Jenairo Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Laughing Falcon,,,Jenairo Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Red-billed Parrot,,,Zamora/Loja Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Blue-headed Parrot,,,Jenairo Road,1/26/2018,,,,Ecuador ,South America,,,,,,
White-backed Fire-Eye (Black-bellied),,,Zamora/Loja Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Mottle-backed Elaenia,,,Zamora/Loja Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Slaty-capped Flycatcher,,,Jenairo Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Olive-chested Flycatcher ,,,Jenairo Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Olivaceous Greenlet,,,Zamora/Loja Road,1/26/2018,,,,Ecuador ,South America,,,,,,
White-thighed Swallow,,,Zamora/Loja Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Black-bellied Thrush,,,Jenairo Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Magpie Tanager,,,Zamora/Loja Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Swallow Tanager,,,Zamora/Loja Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Chestnut-vented Conebill,,,Jenairo Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Chestnut-bellied Seedeater,,,Jenairo Road,1/26/2018,,,,Ecuador ,South America,,,,,,
White-winged Tanager,,,Zamora/Loja Road,1/26/2018,,,,Ecuador ,South America,,,,,,
Rainbow Starfrontlet,,,Washapamba,1/27/2018,,,,Ecuador ,South America,,,,,,
Red-faced Parrot,,,San Lucas,1/27/2018,,,,Ecuador ,South America,,,,,,
Golden-Plumed Parakeet,,,Washapamba,1/27/2018,,,,Ecuador ,South America,,,,,,
Chusquea Tapaculo,,,San Lucas,1/27/2018,,,,Ecuador ,South America,,,,,,
Mouse-colored Thistletail,,,Acacana Rd,1/27/2018,,,,Ecuador ,South America,,,,,,
Agile Tit-Tyrant,,,Washapamba,1/27/2018,,,,Ecuador ,South America,,,,,,
Spot-billed Ground-Tyrant,,,Washapamba,1/27/2018,,,,Ecuador ,South America,,,,,,
Black-billed Shrike-Tyrant,,,Acacana Rd,1/27/2018,,,,Ecuador ,South America,,,,,,
White-tailed Shrike-Tyrant,,,Acacana Rd,1/27/2018,,,,Ecuador ,South America,,,,,,
Yellow-bellied Chat-Tyrant,,,Saraguro,1/27/2018,,,,Ecuador ,South America,,,,,,
Rufous-breated Chat-Tyrant,,,San Lucas,1/27/2018,,,,Ecuador ,South America,,,,,,
Brown-backed Chat-Tyrant,,,San Lucas,1/27/2018,,,,Ecuador ,South America,,,,,,
Red-crested Cotinga,,,Washapamba,1/27/2018,,,,Ecuador ,South America,,,,,,
Rufous Wren,,,Acacana Rd,1/27/2018,,,,Ecuador ,South America,,,,,,
Golden-crowned Tanager,,,Saraguro,1/27/2018,,,,Ecuador ,South America,,,,,,
Blue-and-black Tanager,,,Acacana Rd,1/27/2018,,,,Ecuador ,South America,,,,,,
Paramo Seedeater,,,Acacana Rd,1/27/2018,,,,Ecuador ,South America,,,,,,
Andean Teal,,,Llaviaco Lake,1/28/2018,,,,Ecuador ,South America,,,,,,
Ruddy Duck (Andean) (ferruginea),Oxyura,jamaicensis ,Llaviaco Lake,1/28/2018,,,,Ecuador ,South America,,,,,,
Slate-colored Coot,,,Llaviaco Lake,1/28/2018,,,,Ecuador ,South America,,,,,,
Andean Gull,,,Llaviaco Lake,1/28/2018,,,,Ecuador ,South America,,,,,,
Violet-throated Metaltail,,,Cajas National Park,1/28/2018,Cuenca,,,Ecuador ,South America,,,,,,
Tawny Antpitta,,,Ilincocha,1/28/2018,,,,Ecuador ,South America,,,,,,
Blackish Tapaculo (Blackish),,,Three Crosses,1/28/2018,,,,Ecuador ,South America,,,,,,
Brown-bellied Swallow,,,Cajas National Park,1/28/2018,,,,Ecuador ,South America,,,,,,
Sedge Wren (Paramo),Cistothorus,platensis (aequatorialis),Llaviaco Lake,1/28/2018,,,,Ecuador ,South America,,,,,,
Giant Conebill,,,Cajas National Park,1/28/2018,,,,Ecuador ,South America,,,,,,
Tit-like Dacnis,,,Laguna Torreadora,1/28/2018,,,,Ecuador ,South America,,,,,,
Andean Pygmy-Owl,,,Septimo Paraiso,1/29/2018,Mindo,,,Ecuador ,South America,,,,,,
Gorgeted Sunangel,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Violet-tailed Sylph,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Green-tailed Trainbearer,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Brown Inca,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,Tony's Place' - world record holder for hummingbirds seen ,,,,,
Collared Inca,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Buff-tailed Coronet,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Velvet-purple Coronet,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Booted Racket-tail,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
White-tailed Hillstar,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Purple-bibbed Whitetip,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Fawn-breasted Brilliant,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Empress Brilliant,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Purple-throated Woodstar,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Crowned Woodnymph (Northern Green-Crowned),Thalurania,colombica verticeps,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Andean Emerald,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Toucan Barbet,,,Septimo Paraiso,1/29/2018,Mindo,,,Ecuador ,South America,,,,,,
Plate-billed Mountain-Toucan,,,Old Road Nono,1/29/2018,,,,Ecuador ,South America,,,,,,
Lineated Foliage-Gleaner,,,Old Road Nono,1/29/2018,,,,Ecuador ,South America,,,,,,
Streak-necked Flycatcher,,,Old Road Nono,1/29/2018,,,,Ecuador ,South America,,,,,,
Tawny-rumped Tyrannulet,,,Septimo Paraiso,1/29/2018,,,,Ecuador ,South America,,,,,,
Slaty-backed Chat-Tyrant,,,Old Road Nono,1/29/2018,,,,Ecuador ,South America,,,,,,
Andean Cock-of-the-Rock (red) (sanguinolentus),Rupicola,peruvianis,Old Road Nono,1/29/2018,,,,Ecuador ,South America,,,,,,
Ecuadorian Thrush,,,Septimo Paraiso,1/29/2018,,,,Ecuador ,South America,,,,,,
Black-eared Hemispingus (Western),,,Old Road Nono,1/29/2018,,,,Ecuador ,South America,,,,,,
Flame-rumped Tanager,,,Septimo Paraiso,1/29/2018,,,,Ecuador ,South America,,,,,,
Blue-winged Mountain-Tanager,,,Septimo Paraiso,1/29/2018,,,,Ecuador ,South America,,,,,,
Golden-naped Tanager,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Black-capped Tanager,,,Septimo Paraiso,1/29/2018,,,,Ecuador ,South America,,,,,,
Beryl-spangled Tanager,,,Pacha Quinde,1/29/2018,,,,Ecuador ,South America,,,,,,
Black-winged Saltator,,,Septimo Paraiso,1/29/2018,,,,Ecuador ,South America,,,,,,
Tricolored Brushfinch,,,Septimo Paraiso,1/29/2018,,,,Ecuador ,South America,,,,,,
Barred Hawk,,,Nambillio River,1/30/2018,,,,Ecuador ,South America,,,,,,
Little Cuckoo,,,Septimo Paraiso,1/30/2018,Mindo,,,Ecuador ,South America,,,,,,
Chestnut-collared Swift,,,Nambillio River,1/30/2018,,,,Ecuador ,South America,,,,,,
White-whiskered Hermit,,,Septimo Paraiso,1/30/2018,Mindo,,,Ecuador ,South America,,,,,,
Green Thorntail,,,Milpe Reserve,1/30/2018,,,,Ecuador ,South America,,,,,,
Collared Aracari (Pale-mandibled,Pteroglossus,torquatus erythropygius,Nambillio River,1/30/2018,,,,Ecuador ,South America,,,,,,
Yellow-throated Toucan (Black Mandibled),Ramphastos,ambiguus ambiguus,Milpe Reserve,1/30/2018,,,,Ecuador ,South America,,,,,,
Guayaquil Woodpecker,,,Milpe Reserve,1/30/2018,,,,Ecuador ,South America,,,,,,
Rose-faced Parrot,,,Milpe Reserve,1/30/2018,,,,Ecuador ,South America,,,,,,
Slaty Antwren,,,Septimo Paraiso,1/30/2018,,,,Ecuador ,South America,,,,,,
Zeledon's Antbird (Choco),,,Nambillio River,1/30/2018,,,,Ecuador ,South America,,,,,,
Scaly-throated Foliage Gleaner (Spot-breasted),,,Milpe Reserve,1/30/2018,,,,Ecuador ,South America,,,,,,
Streak-capped Treehunter,,,Milpe Reserve,1/30/2018,,,,Ecuador ,South America,,,,,,
Choco Tyrannulet,,,Septimo Paraiso,1/30/2018,,,,Ecuador ,South America,,,,,,
Ornate Flycatcher,,,Nambillio River,1/30/2018,,,,Ecuador ,South America,,,,,,
Scaled Fruiteater,,,Milpe Reserve,1/30/2018,,,,Ecuador ,South America,,,,,,
Club-winged Manakin,,,Milpe Reserve,1/30/2018,,,,Ecuador ,South America,Yeah - very cool!,,,,,
Pale-footed Swallow,,,Reserva Silanche,1/30/2018,,,,Ecuador ,South America,,,,,,
Yellow-bellied Seedeater,,,Milpe Reserve,1/30/2018,,,,Ecuador ,South America,,,,,,
Ochre-breasted Tanager,,,Milpe Reserve,1/30/2018,,,,Ecuador ,South America,,,,,,
Yellow-collared Chlorophonia,,,Septimo Paraiso,1/30/2018,,,,Ecuador ,South America,,,,,,
White-tailed Trogon,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Barred Puffbird,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Orange-fronted Barbet,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Crimson-rumped Toucanet,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Yellow-throated Toucan (Chestnut Mandibled),Ramphastos,ambiguus swainsonii,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Choco Toucan,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Olivaceous Piculet,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Red-rumped Woodpecker,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Cinnamon Woodpecker,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Bronze-winged Parrot,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Maroon-tailed Parakeet,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Black-crowned Antshrike,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Bi-colored Antbird,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Striped Woodhaunter,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Brown-capped Tyrannulet,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Sooty-headed Tyrannulet,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Rusty-margined Flycatcher,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Purple-throated Fruitcrow,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
White-bearded Manakin,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Slaty-capped Shrike-Vireo,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Gray-and-gold Tanager,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Golden-hooded Tanager,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Black-faced Dacnis (Yellow-tufted),,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Purple Honeycreeper,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Scarlet-browed Tanager,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Yellow-tailed Oriole,,,Reserva Silanche,1/31/2018,,,,Ecuador ,South America,,,,,,
Black-tailed Trainbearer,,,Nanegalito,2/1/2018,,,,Ecuador ,South America,,,,,,
Moustached Antpitta,,,Paz de las Aves Refugio,2/1/2018,Nanegalito,,,Ecuador ,South America,"Angel Paz, ""The Antpitta Whisperer""",,,,,
Chestnut-crowned Antpitta,,,Paz de las Aves Refugio,2/1/2018,Nanegalito,,,Ecuador ,South America,,,,,,
Yellow-breasted Antpitta,,,Paz de las Aves Refugio,2/1/2018,Nanegalito,,,Ecuador ,South America,,,,,,
Ochre-breasted Antpitta,,,Paz de las Aves Refugio,2/1/2018,Nanegalito,,,Ecuador ,South America,,,,,,
Golden-crowned Flycatcher,,,San Jose Hotel Garden,2/1/2018,,,,Ecuador ,South America,,,,,,
